,
1000,77.60000000000107
2000,114.5000000000041
3000,244.00000000000426
4000,405.49999999999716
5000,430.03333333331113
6000,456.8333333332893
7000,14551.866666666747
8000,30682.300000000178
9000,29003.26666666736
10000,29221.36666666799
11000,29471.466666668566
12000,29504.76666666936
13000,29320.63333333674
14000,29561.06666667075
15000,29702.333333337974
16000,30281.533333338703
17000,30015.666666672838
18000,30190.766666673404
19000,30300.100000007573
20000,30329.366666675076
21000,30419.666666675817
22000,30788.00000000951
23000,30830.533333343697
24000,64501.066666677136
25000,64543.30000001035
26000,64910.16666667687
27000,64935.40000001027
28000,64962.20000001017
29000,65252.76666667692
30000,65286.16666667704
31000,65361.53333334356
32000,85327.9333333432
33000,86223.70000000576
34000,86295.20000000151
35000,86382.8666666635
36000,86447.66666665953
37000,86611.16666665567
38000,86638.36666665149
39000,86690.59999998052
40000,86729.39999997534
41000,87646.19999997126
42000,87803.83333330083
43000,87891.8999999634
44000,87944.79999995885
45000,87975.33333328705
46000,88232.56666661621
47000,88343.89999994628
48000,88457.79999994276
49000,88500.93333327146
50000,88871.19999993508
51000,88881.433333264
52000,89298.6333332595
53000,89374.26666658893
54000,89597.39999991831
55000,89664.66666658038
56000,89779.966666577
57000,89862.7333332399
58000,90011.26666656858
59000,90170.39999989771
60000,91159.59999989458
61000,91275.33333322359
62000,137972.19999988895
63000,139923.79999989187
64000,140218.59999989372
65000,140297.59999989643
66000,142801.03333323236
67000,144605.63333323476
68000,144745.16666657073
69000,144768.8999999072
70000,144834.36666657683
71000,144881.23333324603
72000,144906.7666665821
73000,144951.7999999187
74000,145002.19999992187
75000,145135.23333325784
76000,145176.9666665944
77000,145250.36666659758
78000,153878.09999993365
79000,153977.93333327016
80000,154299.59999993932
81000,154384.43333327537
82000,154741.33333327857
83000,154899.83333328157
84000,155045.86666661795
85000,155959.59999995405
86000,156502.29999995645
87000,156572.79999995866
88000,156470.03333329485
89000,156503.16666663092
90000,156604.16666663403
91000,155042.66666663642
92000,160517.96666663938
93000,160836.7999999758
94000,160874.09999997847
95000,160917.9999999813
96000,164987.03333331706
97000,165086.83333332007
98000,165795.8999999891
99000,165835.33333332592
100000,165916.69999999518
101000,166073.16666666494
102000,166215.4666666679
103000,166315.60000000425
104000,166335.23333334053
105000,166440.33333334373
106000,168579.1000000129
107000,168618.90000001588
108000,176200.46666668454
109000,166621.80000002135
110000,166650.833333358
111000,168112.03333336042
112000,168270.46666669688
113000,168368.93333336656
114000,168418.56666670306
115000,168460.70000003916
116000,168621.20000004166
117000,168731.03333337817
118000,168933.70000004786
119000,188820.20000004998
120000,190204.86666671888
121000,189918.53333338807
122000,190009.9000000575
123000,190024.4333333939
124000,190056.5000000637
125000,190125.76666673276
126000,185912.76666673447
127000,186065.6000000707
128000,186261.36666674042
129000,186461.50000007622
130000,183286.83333341242
131000,183477.93333341472
132000,183484.13333341782
133000,183517.10000008752
134000,183684.1666667568
135000,183724.1333334261
136000,188514.36666676143
137000,188763.20000009696
138000,188904.7333334332
139000,189018.9333334355
140000,203646.03333343798
141000,249480.43333344048
142000,249570.33333344344
143000,249879.90000011306
144000,249909.36666678276
145000,249933.50000011869
146000,612974.7000001187
147000,613530.4333334484
148000,613700.7000001158
149000,614696.0000001176
150000,614946.2333334511
151000,614902.0666667834
152000,614966.2000001164
153000,615856.6666667835
154000,615865.5333334465
155000,616012.1666667799
156000,616370.8333334466
157000,616428.9000001166
158000,665430.9666667839
159000,665492.2000001143
160000,666673.5666667803
161000,666787.566666782
162000,666845.6333334474
163000,667862.2666667786
164000,668086.7333334474
165000,668994.266666779
166000,669025.7666667777
167000,669049.033333445
168000,790623.7666667786
169000,790657.0666667763
170000,790672.7000001082
171000,791017.9666667765
172000,791129.9666667745
173000,791316.6333334419
174000,804678.5666667739
175000,805045.5333334394
176000,805395.8333334397
177000,805432.6000001095
178000,805754.8666667711
179000,805815.1333334355
180000,805845.9333334344
181000,805898.666666768
182000,806307.033333436
183000,806314.3000001028
184000,806407.5666667698
185000,806487.1000000986
186000,806537.3666667673
187000,806542.3333334321
188000,806804.6333334328
189000,807129.6666667673
190000,808466.3666667653
191000,808489.8666667652
192000,809218.6666667637
193000,809242.1666667633
194000,808267.4000000975
195000,808272.0333334329
196000,808314.5000001001
197000,808375.5333334344
198000,808467.9000001021
199000,808533.8000001028
200000,808598.0000001019
201000,808933.0333334322
202000,808994.8666667634
203000,809164.4666667646
204000,809269.6666667642
205000,810831.4666667609
206000,810901.4333334261
207000,811281.2333334239
208000,811399.000000091
209000,811429.7333334255
210000,811536.8000000938
211000,811679.3000000933
212000,812493.4333334237
